,ZIP_CODE,NAMELSAD
18379,84032,"Salt Lake City-Provo-Orem, UT CSA"
18380,84033,"Salt Lake City-Provo-Orem, UT CSA"
18381,84036,"Salt Lake City-Provo-Orem, UT CSA"
18382,84037,"Salt Lake City-Provo-Orem, UT CSA"
18383,84040,"Salt Lake City-Provo-Orem, UT CSA"
18384,84041,"Salt Lake City-Provo-Orem, UT CSA"
18385,84042,"Salt Lake City-Provo-Orem, UT CSA"
18386,84043,"Salt Lake City-Provo-Orem, UT CSA"
18387,84044,"Salt Lake City-Provo-Orem, UT CSA"
18388,84045,"Salt Lake City-Provo-Orem, UT CSA"
18389,84046,"Salt Lake City-Provo-Orem, UT CSA"
18390,84047,"Salt Lake City-Provo-Orem, UT CSA"
18391,84049,"Salt Lake City-Provo-Orem, UT CSA"
18392,84050,"Salt Lake City-Provo-Orem, UT CSA"
18393,84051,"Salt Lake City-Provo-Orem, UT CSA"
18394,84054,"Salt Lake City-Provo-Orem, UT CSA"
18395,84055,"Salt Lake City-Provo-Orem, UT CSA"
18396,84056,"Salt Lake City-Provo-Orem, UT CSA"
18397,84057,"Salt Lake City-Provo-Orem, UT CSA"
18398,84058,"Salt Lake City-Provo-Orem, UT CSA"
18399,84060,"Salt Lake City-Provo-Orem, UT CSA"
18400,84061,"Salt Lake City-Provo-Orem, UT CSA"
18401,84062,"Salt Lake City-Provo-Orem, UT CSA"
18402,84065,"Salt Lake City-Provo-Orem, UT CSA"
18403,84066,"Salt Lake City-Provo-Orem, UT CSA"
18404,84067,"Salt Lake City-Provo-Orem, UT CSA"
18405,84069,"Salt Lake City-Provo-Orem, UT CSA"
18406,84070,"Salt Lake City-Provo-Orem, UT CSA"
18407,84071,"Salt Lake City-Provo-Orem, UT CSA"
18408,84072,"Salt Lake City-Provo-Orem, UT CSA"
18409,84074,"Salt Lake City-Provo-Orem, UT CSA"
18410,84075,"Salt Lake City-Provo-Orem, UT CSA"
18411,84078,"Edwards-Glenwood Springs, CO CSA"
18412,84078,"Steamboat Springs-Craig, CO CSA"
18413,84080,"Salt Lake City-Provo-Orem, UT CSA"
18414,84081,"Salt Lake City-Provo-Orem, UT CSA"
18415,84082,"Salt Lake City-Provo-Orem, UT CSA"
18416,84083,"Salt Lake City-Provo-Orem, UT CSA"
18417,84084,"Salt Lake City-Provo-Orem, UT CSA"
18418,84086,"Salt Lake City-Provo-Orem, UT CSA"
18419,84087,"Salt Lake City-Provo-Orem, UT CSA"
18420,84088,"Salt Lake City-Provo-Orem, UT CSA"
18421,84092,"Salt Lake City-Provo-Orem, UT CSA"
18422,84093,"Salt Lake City-Provo-Orem, UT CSA"
18423,84094,"Salt Lake City-Provo-Orem, UT CSA"
18424,84095,"Salt Lake City-Provo-Orem, UT CSA"
18425,84096,"Salt Lake City-Provo-Orem, UT CSA"
18426,84097,"Salt Lake City-Provo-Orem, UT CSA"
18427,84098,"Salt Lake City-Provo-Orem, UT CSA"
18428,84101,"Salt Lake City-Provo-Orem, UT CSA"
18429,84102,"Salt Lake City-Provo-Orem, UT CSA"
18430,84103,"Salt Lake City-Provo-Orem, UT CSA"
18431,84104,"Salt Lake City-Provo-Orem, UT CSA"
18432,84105,"Salt Lake City-Provo-Orem, UT CSA"
18433,84106,"Salt Lake City-Provo-Orem, UT CSA"
18434,84107,"Salt Lake City-Provo-Orem, UT CSA"
18435,84108,"Salt Lake City-Provo-Orem, UT CSA"
18436,84109,"Salt Lake City-Provo-Orem, UT CSA"
18437,84111,"Salt Lake City-Provo-Orem, UT CSA"
18438,84112,"Salt Lake City-Provo-Orem, UT CSA"
18439,84113,"Salt Lake City-Provo-Orem, UT CSA"
18440,84115,"Salt Lake City-Provo-Orem, UT CSA"
18441,84116,"Salt Lake City-Provo-Orem, UT CSA"
18442,84117,"Salt Lake City-Provo-Orem, UT CSA"
18443,84118,"Salt Lake City-Provo-Orem, UT CSA"
18444,84119,"Salt Lake City-Provo-Orem, UT CSA"
18445,84120,"Salt Lake City-Provo-Orem, UT CSA"
18446,84121,"Salt Lake City-Provo-Orem, UT CSA"
18447,84123,"Salt Lake City-Provo-Orem, UT CSA"
18448,84124,"Salt Lake City-Provo-Orem, UT CSA"
18449,84128,"Salt Lake City-Provo-Orem, UT CSA"
18450,84129,"Salt Lake City-Provo-Orem, UT CSA"
18451,84150,"Salt Lake City-Provo-Orem, UT CSA"
18452,84302,"Salt Lake City-Provo-Orem, UT CSA"
18453,84305,"Salt Lake City-Provo-Orem, UT CSA"
18454,84306,"Salt Lake City-Provo-Orem, UT CSA"
18455,84307,"Salt Lake City-Provo-Orem, UT CSA"
18456,84308,"Salt Lake City-Provo-Orem, UT CSA"
18457,84309,"Salt Lake City-Provo-Orem, UT CSA"
18458,84310,"Salt Lake City-Provo-Orem, UT CSA"
18459,84311,"Salt Lake City-Provo-Orem, UT CSA"
18460,84312,"Salt Lake City-Provo-Orem, UT CSA"
18461,84313,"Salt Lake City-Provo-Orem, UT CSA"
18462,84314,"Salt Lake City-Provo-Orem, UT CSA"
18463,84315,"Salt Lake City-Provo-Orem, UT CSA"
18464,84317,"Salt Lake City-Provo-Orem, UT CSA"
18465,84321,"Salt Lake City-Provo-Orem, UT CSA"
18466,84324,"Salt Lake City-Provo-Orem, UT CSA"
18467,84325,"Salt Lake City-Provo-Orem, UT CSA"
18468,84328,"Salt Lake City-Provo-Orem, UT CSA"
18469,84329,"Salt Lake City-Provo-Orem, UT CSA"
18470,84330,"Salt Lake City-Provo-Orem, UT CSA"
18471,84331,"Salt Lake City-Provo-Orem, UT CSA"
18472,84335,"Salt Lake City-Provo-Orem, UT CSA"
18473,84336,"Salt Lake City-Provo-Orem, UT CSA"
18474,84337,"Salt Lake City-Provo-Orem, UT CSA"
18475,84339,"Salt Lake City-Provo-Orem, UT CSA"
18476,84340,"Salt Lake City-Provo-Orem, UT CSA"
18477,84401,"Salt Lake City-Provo-Orem, UT CSA"
18478,84403,"Salt Lake City-Provo-Orem, UT CSA"
18479,84404,"Salt Lake City-Provo-Orem, UT CSA"
18480,84405,"Salt Lake City-Provo-Orem, UT CSA"
18481,84408,"Salt Lake City-Provo-Orem, UT CSA"
18482,84414,"Salt Lake City-Provo-Orem, UT CSA"
18483,84526,"Salt Lake City-Provo-Orem, UT CSA"
18484,84540,"Edwards-Glenwood Springs, CO CSA"
18485,84601,"Salt Lake City-Provo-Orem, UT CSA"
18486,84602,"Salt Lake City-Provo-Orem, UT CSA"
18487,84604,"Salt Lake City-Provo-Orem, UT CSA"
18488,84606,"Salt Lake City-Provo-Orem, UT CSA"
18489,84624,"Salt Lake City-Provo-Orem, UT CSA"
18490,84628,"Salt Lake City-Provo-Orem, UT CSA"
18491,84629,"Salt Lake City-Provo-Orem, UT CSA"
18492,84630,"Salt Lake City-Provo-Orem, UT CSA"
18493,84631,"Salt Lake City-Provo-Orem, UT CSA"
18494,84639,"Salt Lake City-Provo-Orem, UT CSA"
18495,84645,"Salt Lake City-Provo-Orem, UT CSA"
18496,84647,"Salt Lake City-Provo-Orem, UT CSA"
18497,84648,"Salt Lake City-Provo-Orem, UT CSA"
18498,84651,"Salt Lake City-Provo-Orem, UT CSA"
18499,84653,"Salt Lake City-Provo-Orem, UT CSA"
18500,84655,"Salt Lake City-Provo-Orem, UT CSA"
18501,84660,"Salt Lake City-Provo-Orem, UT CSA"
18502,84663,"Salt Lake City-Provo-Orem, UT CSA"
18503,84664,"Salt Lake City-Provo-Orem, UT CSA"
18504,84728,"Salt Lake City-Provo-Orem, UT CSA"
18505,84737,"Las Vegas-Henderson, NV-AZ CSA"
18506,84741,"Las Vegas-Henderson, NV-AZ CSA"
18507,84770,"Las Vegas-Henderson, NV-AZ CSA"
18508,84790,"Las Vegas-Henderson, NV-AZ CSA"
18509,85131,"Tucson-Nogales, AZ CSA"
18510,85193,"Tucson-Nogales, AZ CSA"
18511,85321,"Tucson-Nogales, AZ CSA"
18512,85328,"Los Angeles-Long Beach, CA CSA"
18513,85341,"Tucson-Nogales, AZ CSA"
18514,85344,"Los Angeles-Long Beach, CA CSA"
18515,85344,"Las Vegas-Henderson, NV-AZ CSA"
18516,85347,"Tucson-Nogales, AZ CSA"
18517,85348,"Las Vegas-Henderson, NV-AZ CSA"
18518,85601,"Tucson-Nogales, AZ CSA"
18519,85602,"Tucson-Nogales, AZ CSA"
18520,85611,"Tucson-Nogales, AZ CSA"
18521,85614,"Tucson-Nogales, AZ CSA"
18522,85615,"Tucson-Nogales, AZ CSA"
18523,85616,"Tucson-Nogales, AZ CSA"
18524,85619,"Tucson-Nogales, AZ CSA"
18525,85621,"Tucson-Nogales, AZ CSA"
18526,85622,"Tucson-Nogales, AZ CSA"
18527,85623,"Tucson-Nogales, AZ CSA"
18528,85624,"Tucson-Nogales, AZ CSA"
18529,85629,"Tucson-Nogales, AZ CSA"
18530,85630,"Tucson-Nogales, AZ CSA"
18531,85631,"Tucson-Nogales, AZ CSA"
18532,85634,"Tucson-Nogales, AZ CSA"
18533,85637,"Tucson-Nogales, AZ CSA"
18534,85640,"Tucson-Nogales, AZ CSA"
18535,85641,"Tucson-Nogales, AZ CSA"
18536,85643,"Tucson-Nogales, AZ CSA"
18537,85645,"Tucson-Nogales, AZ CSA"
18538,85646,"Tucson-Nogales, AZ CSA"
18539,85648,"Tucson-Nogales, AZ CSA"
18540,85653,"Tucson-Nogales, AZ CSA"
18541,85658,"Tucson-Nogales, AZ CSA"
18542,85701,"Tucson-Nogales, AZ CSA"
18543,85704,"Tucson-Nogales, AZ CSA"
18544,85705,"Tucson-Nogales, AZ CSA"
18545,85706,"Tucson-Nogales, AZ CSA"
18546,85707,"Tucson-Nogales, AZ CSA"
18547,85708,"Tucson-Nogales, AZ CSA"
18548,85709,"Tucson-Nogales, AZ CSA"
18549,85710,"Tucson-Nogales, AZ CSA"
18550,85711,"Tucson-Nogales, AZ CSA"
18551,85712,"Tucson-Nogales, AZ CSA"
18552,85713,"Tucson-Nogales, AZ CSA"
18553,85714,"Tucson-Nogales, AZ CSA"
18554,85715,"Tucson-Nogales, AZ CSA"
18555,85716,"Tucson-Nogales, AZ CSA"
18556,85718,"Tucson-Nogales, AZ CSA"
18557,85719,"Tucson-Nogales, AZ CSA"
18558,85721,"Tucson-Nogales, AZ CSA"
18559,85730,"Tucson-Nogales, AZ CSA"
18560,85735,"Tucson-Nogales, AZ CSA"
18561,85736,"Tucson-Nogales, AZ CSA"
18562,85737,"Tucson-Nogales, AZ CSA"
18563,85739,"Tucson-Nogales, AZ CSA"
18564,85741,"Tucson-Nogales, AZ CSA"
18565,85742,"Tucson-Nogales, AZ CSA"
18566,85743,"Tucson-Nogales, AZ CSA"
18567,85745,"Tucson-Nogales, AZ CSA"
18568,85746,"Tucson-Nogales, AZ CSA"
18569,85747,"Tucson-Nogales, AZ CSA"
18570,85748,"Tucson-Nogales, AZ CSA"
18571,85749,"Tucson-Nogales, AZ CSA"
18572,85750,"Tucson-Nogales, AZ CSA"
18573,85755,"Tucson-Nogales, AZ CSA"
18574,85756,"Tucson-Nogales, AZ CSA"
18575,85757,"Tucson-Nogales, AZ CSA"
18576,85936,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18577,86021,"Las Vegas-Henderson, NV-AZ CSA"
18578,86022,"Las Vegas-Henderson, NV-AZ CSA"
18579,86052,"Las Vegas-Henderson, NV-AZ CSA"
18580,86305,"Las Vegas-Henderson, NV-AZ CSA"
18581,86321,"Las Vegas-Henderson, NV-AZ CSA"
18582,86337,"Las Vegas-Henderson, NV-AZ CSA"
18583,86401,"Las Vegas-Henderson, NV-AZ CSA"
18584,86403,"Los Angeles-Long Beach, CA CSA"
18585,86403,"Las Vegas-Henderson, NV-AZ CSA"
18586,86404,"Los Angeles-Long Beach, CA CSA"
18587,86404,"Las Vegas-Henderson, NV-AZ CSA"
18588,86406,"Los Angeles-Long Beach, CA CSA"
18589,86406,"Las Vegas-Henderson, NV-AZ CSA"
18590,86409,"Las Vegas-Henderson, NV-AZ CSA"
18591,86411,"Las Vegas-Henderson, NV-AZ CSA"
18592,86413,"Las Vegas-Henderson, NV-AZ CSA"
18593,86426,"Las Vegas-Henderson, NV-AZ CSA"
18594,86429,"Las Vegas-Henderson, NV-AZ CSA"
18595,86432,"Las Vegas-Henderson, NV-AZ CSA"
18596,86433,"Las Vegas-Henderson, NV-AZ CSA"
18597,86434,"Las Vegas-Henderson, NV-AZ CSA"
18598,86435,"Las Vegas-Henderson, NV-AZ CSA"
18599,86436,"Los Angeles-Long Beach, CA CSA"
18600,86436,"Las Vegas-Henderson, NV-AZ CSA"
18601,86440,"Los Angeles-Long Beach, CA CSA"
18602,86440,"Las Vegas-Henderson, NV-AZ CSA"
18603,86441,"Las Vegas-Henderson, NV-AZ CSA"
18604,86442,"Las Vegas-Henderson, NV-AZ CSA"
18605,86444,"Las Vegas-Henderson, NV-AZ CSA"
18606,86445,"Las Vegas-Henderson, NV-AZ CSA"
18607,86502,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18608,87001,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18609,87002,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18610,87004,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18611,87005,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18612,87006,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18613,87007,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18614,87008,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18615,87009,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18616,87010,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18617,87012,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18618,87013,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18619,87014,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18620,87015,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18621,87016,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18622,87017,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18623,87018,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18624,87020,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18625,87021,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18626,87023,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18627,87024,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18628,87025,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18629,87026,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18630,87027,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18631,87029,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18632,87031,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18633,87035,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18634,87036,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18635,87041,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18636,87042,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18637,87043,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18638,87044,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18639,87045,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18640,87046,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18641,87047,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18642,87048,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18643,87049,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18644,87051,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18645,87052,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18646,87053,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18647,87056,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18648,87059,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18649,87060,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18650,87062,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18651,87063,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18652,87068,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18653,87083,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18654,87102,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18655,87104,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18656,87105,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18657,87106,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18658,87107,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18659,87108,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18660,87109,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18661,87110,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18662,87111,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18663,87112,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18664,87113,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18665,87114,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18666,87115,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18667,87116,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18668,87120,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18669,87121,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18670,87122,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18671,87123,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18672,87124,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18673,87131,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18674,87144,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18675,87301,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18676,87313,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18677,87315,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18678,87321,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18679,87323,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18680,87327,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18681,87357,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18682,87401,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18683,87412,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18684,87413,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18685,87419,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18686,87501,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18687,87505,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18688,87506,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18689,87507,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18690,87508,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18691,87510,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18692,87520,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18693,87521,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18694,87522,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18695,87527,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18696,87528,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18697,87530,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18698,87531,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18699,87532,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18700,87535,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18701,87537,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18702,87539,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18703,87540,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18704,87544,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18705,87547,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18706,87549,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18707,87552,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18708,87553,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18709,87560,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18710,87565,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18711,87566,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18712,87567,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18713,87573,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18714,87575,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18715,87581,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18716,87582,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18717,87701,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18718,87711,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18719,87715,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18720,87724,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18721,87731,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18722,87732,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18723,87733,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18724,87734,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18725,87742,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18726,87745,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18727,87746,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18728,87750,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18729,87752,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18730,87801,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18731,87821,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18732,87825,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18733,87827,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18734,87829,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18735,87901,"El Paso-Las Cruces, TX-NM CSA"
18736,87930,"El Paso-Las Cruces, TX-NM CSA"
18737,87933,"El Paso-Las Cruces, TX-NM CSA"
18738,87936,"El Paso-Las Cruces, TX-NM CSA"
18739,87937,"El Paso-Las Cruces, TX-NM CSA"
18740,87940,"El Paso-Las Cruces, TX-NM CSA"
18741,87941,"El Paso-Las Cruces, TX-NM CSA"
18742,88001,"El Paso-Las Cruces, TX-NM CSA"
18743,88002,"El Paso-Las Cruces, TX-NM CSA"
18744,88003,"El Paso-Las Cruces, TX-NM CSA"
18745,88005,"El Paso-Las Cruces, TX-NM CSA"
18746,88007,"El Paso-Las Cruces, TX-NM CSA"
18747,88008,"El Paso-Las Cruces, TX-NM CSA"
18748,88011,"El Paso-Las Cruces, TX-NM CSA"
18749,88012,"El Paso-Las Cruces, TX-NM CSA"
18750,88021,"El Paso-Las Cruces, TX-NM CSA"
18751,88024,"El Paso-Las Cruces, TX-NM CSA"
18752,88030,"El Paso-Las Cruces, TX-NM CSA"
18753,88044,"El Paso-Las Cruces, TX-NM CSA"
18754,88047,"El Paso-Las Cruces, TX-NM CSA"
18755,88048,"El Paso-Las Cruces, TX-NM CSA"
18756,88063,"El Paso-Las Cruces, TX-NM CSA"
18757,88072,"El Paso-Las Cruces, TX-NM CSA"
18758,88081,"El Paso-Las Cruces, TX-NM CSA"
18759,88101,"Clovis-Portales, NM CSA"
18760,88103,"Clovis-Portales, NM CSA"
18761,88112,"Clovis-Portales, NM CSA"
18762,88113,"Clovis-Portales, NM CSA"
18763,88114,"Clovis-Portales, NM CSA"
18764,88116,"Clovis-Portales, NM CSA"
18765,88118,"Clovis-Portales, NM CSA"
18766,88120,"Clovis-Portales, NM CSA"
18767,88121,"Clovis-Portales, NM CSA"
18768,88123,"Clovis-Portales, NM CSA"
18769,88124,"Clovis-Portales, NM CSA"
18770,88125,"Clovis-Portales, NM CSA"
18771,88126,"Clovis-Portales, NM CSA"
18772,88130,"Clovis-Portales, NM CSA"
18773,88132,"Clovis-Portales, NM CSA"
18774,88133,"Clovis-Portales, NM CSA"
18775,88134,"Clovis-Portales, NM CSA"
18776,88135,"Clovis-Portales, NM CSA"
18777,88201,"Clovis-Portales, NM CSA"
18778,88267,"Clovis-Portales, NM CSA"
18779,88310,"El Paso-Las Cruces, TX-NM CSA"
18780,88317,"El Paso-Las Cruces, TX-NM CSA"
18781,88318,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18782,88321,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18783,88352,"El Paso-Las Cruces, TX-NM CSA"
18784,88353,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18785,88401,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18786,88416,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18787,88417,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18788,88421,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18789,88426,"Amarillo-Borger, TX CSA"
18790,88426,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18791,88427,"Clovis-Portales, NM CSA"
18792,88430,"Amarillo-Borger, TX CSA"
18793,88431,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18794,88434,"Clovis-Portales, NM CSA"
18795,88434,"Amarillo-Borger, TX CSA"
18796,88435,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18797,88439,"Albuquerque-Santa Fe-Las Vegas, NM CSA"
18798,89001,"Las Vegas-Henderson, NV-AZ CSA"
18799,89002,"Las Vegas-Henderson, NV-AZ CSA"
18800,89003,"Las Vegas-Henderson, NV-AZ CSA"
18801,89005,"Las Vegas-Henderson, NV-AZ CSA"
18802,89008,"Las Vegas-Henderson, NV-AZ CSA"
18803,89011,"Las Vegas-Henderson, NV-AZ CSA"
18804,89012,"Las Vegas-Henderson, NV-AZ CSA"
18805,89013,"Las Vegas-Henderson, NV-AZ CSA"
18806,89014,"Las Vegas-Henderson, NV-AZ CSA"
18807,89015,"Las Vegas-Henderson, NV-AZ CSA"
18808,89017,"Las Vegas-Henderson, NV-AZ CSA"
18809,89018,"Las Vegas-Henderson, NV-AZ CSA"
18810,89019,"Los Angeles-Long Beach, CA CSA"
18811,89019,"Las Vegas-Henderson, NV-AZ CSA"
18812,89020,"Las Vegas-Henderson, NV-AZ CSA"
18813,89021,"Las Vegas-Henderson, NV-AZ CSA"
18814,89027,"Las Vegas-Henderson, NV-AZ CSA"
18815,89029,"Los Angeles-Long Beach, CA CSA"
18816,89029,"Las Vegas-Henderson, NV-AZ CSA"
18817,89030,"Las Vegas-Henderson, NV-AZ CSA"
18818,89031,"Las Vegas-Henderson, NV-AZ CSA"
18819,89032,"Las Vegas-Henderson, NV-AZ CSA"
18820,89033,"Las Vegas-Henderson, NV-AZ CSA"
18821,89034,"Las Vegas-Henderson, NV-AZ CSA"
18822,89039,"Los Angeles-Long Beach, CA CSA"
18823,89039,"Las Vegas-Henderson, NV-AZ CSA"
18824,89040,"Las Vegas-Henderson, NV-AZ CSA"
18825,89043,"Las Vegas-Henderson, NV-AZ CSA"
18826,89044,"Las Vegas-Henderson, NV-AZ CSA"
18827,89045,"Las Vegas-Henderson, NV-AZ CSA"
18828,89046,"Los Angeles-Long Beach, CA CSA"
18829,89046,"Las Vegas-Henderson, NV-AZ CSA"
18830,89048,"Las Vegas-Henderson, NV-AZ CSA"
18831,89049,"Las Vegas-Henderson, NV-AZ CSA"
18832,89052,"Las Vegas-Henderson, NV-AZ CSA"
18833,89054,"Las Vegas-Henderson, NV-AZ CSA"
18834,89060,"Las Vegas-Henderson, NV-AZ CSA"
18835,89061,"Las Vegas-Henderson, NV-AZ CSA"
18836,89074,"Las Vegas-Henderson, NV-AZ CSA"
18837,89081,"Las Vegas-Henderson, NV-AZ CSA"
18838,89084,"Las Vegas-Henderson, NV-AZ CSA"
18839,89085,"Las Vegas-Henderson, NV-AZ CSA"
